Name,Type1,Type2
dragonair_6,Dragon,
dragonair_7,Dragon,
dragonair_8,Dragon,
dragonair_9,Dragon,
dragonair_10,Dragon,
dragonair_11,Dragon,
dragonair_12,Dragon,
dragonair_13,Dragon,
dragonair_14,Dragon,
dragonair_15,Dragon,
dragonair_16,Dragon,
dragonair_17,Dragon,
dragonair_18,Dragon,
dragonair_19,Dragon,
dragonair_20,Dragon,
dragonair_21,Dragon,
dragonair_22,Dragon,
dragonair_23,Dragon,
dragonair_24,Dragon,
dragonair_25,Dragon,
dragonair_26,Dragon,
dragonair_27,Dragon,
dragonair_28,Dragon,
dragonair_29,Dragon,
dragonair_30,Dragon,
dragonair_31,Dragon,
dragonair_32,Dragon,
dragonair_33,Dragon,
dragonair_34,Dragon,
dragonair_35,Dragon,
dragonair_36,Dragon,
dragonair_37,Dragon,
dragonair_38,Dragon,
dragonair_39,Dragon,
dragonair_40,Dragon,
dragonair_41,Dragon,
dragonair_42,Dragon,
squirtle_1,Water,
squirtle_2,Water,
squirtle_3,Water,
squirtle_4,Water,
squirtle_5,Water,
squirtle_6,Water,
squirtle_7,Water,
squirtle_8,Water,
squirtle_9,Water,
squirtle_10,Water,
squirtle_11,Water,
squirtle_12,Water,
squirtle_13,Water,
squirtle_14,Water,
squirtle_15,Water,
squirtle_16,Water,
squirtle_17,Water,
squirtle_18,Water,
squirtle_19,Water,
squirtle_20,Water,
squirtle_21,Water,
squirtle_22,Water,
squirtle_23,Water,
squirtle_24,Water,
squirtle_25,Water,
squirtle_26,Water,
squirtle_27,Water,
squirtle_28,Water,
squirtle_29,Water,
squirtle_30,Water,
squirtle_31,Water,
squirtle_32,Water,
squirtle_33,Water,
squirtle_34,Water,
squirtle_35,Water,
squirtle_36,Water,
squirtle_37,Water,
squirtle_38,Water,
squirtle_39,Water,
squirtle_40,Water,
squirtle_41,Water,
squirtle_42,Water,
squirtle_43,Water,
squirtle_44,Water,
squirtle_45,Water,
squirtle_46,Water,
squirtle_47,Water,
squirtle_48,Water,
squirtle_49,Water,
squirtle_50,Water,
squirtle_51,Water,
squirtle_52,Water,
pikachu_1,Electric,
pikachu_2,Electric,
pikachu_3,Electric,
pikachu_4,Electric,
pikachu_5,Electric,
pikachu_6,Electric,
pikachu_7,Electric,
pikachu_8,Electric,
pikachu_9,Electric,
pikachu_10,Electric,
pikachu_11,Electric,
pikachu_12,Electric,
pikachu_13,Electric,
pikachu_14,Electric,
pikachu_15,Electric,
pikachu_16,Electric,
pikachu_17,Electric,
pikachu_18,Electric,
pikachu_19,Electric,
pikachu_20,Electric,
pikachu_21,Electric,
pikachu_22,Electric,
pikachu_23,Electric,
pikachu_24,Electric,
pikachu_25,Electric,
pikachu_26,Electric,
pikachu_27,Electric,
pikachu_28,Electric,
pikachu_29,Electric,
pikachu_30,Electric,
pikachu_31,Electric,
pikachu_32,Electric,
pikachu_33,Electric,
pikachu_34,Electric,
pikachu_35,Electric,
pikachu_36,Electric,
pikachu_37,Electric,
pikachu_38,Electric,
pikachu_39,Electric,
pikachu_40,Electric,
pikachu_41,Electric,
pikachu_42,Electric,
pikachu_43,Electric,
pikachu_44,Electric,
pikachu_45,Electric,
pikachu_46,Electric,
pikachu_47,Electric,
pikachu_48,Electric,
pikachu_49,Electric,
pikachu_50,Electric,
pikachu_51,Electric,
pikachu_52,Electric,
pikachu_53,Electric,
pikachu_54,Electric,
pikachu_55,Electric,
pikachu_56,Electric,
pikachu_57,Electric,
pikachu_58,Electric,
pikachu_59,Electric,
pikachu_60,Electric,
pikachu_61,Electric,
pikachu_62,Electric,
victreebel_1,Grass,Poison
victreebel_2,Grass,Poison
victreebel_3,Grass,Poison
victreebel_4,Grass,Poison
victreebel_5,Grass,Poison
victreebel_6,Grass,Poison
victreebel_7,Grass,Poison
victreebel_8,Grass,Poison
victreebel_9,Grass,Poison
victreebel_10,Grass,Poison
victreebel_11,Grass,Poison
victreebel_12,Grass,Poison
victreebel_13,Grass,Poison
victreebel_14,Grass,Poison
victreebel_15,Grass,Poison
victreebel_16,Grass,Poison
victreebel_17,Grass,Poison
victreebel_18,Grass,Poison
victreebel_19,Grass,Poison
victreebel_20,Grass,Poison
victreebel_21,Grass,Poison
victreebel_22,Grass,Poison
victreebel_23,Grass,Poison
victreebel_24,Grass,Poison
victreebel_25,Grass,Poison
victreebel_26,Grass,Poison
victreebel_27,Grass,Poison
victreebel_28,Grass,Poison
victreebel_29,Grass,Poison
victreebel_30,Grass,Poison
victreebel_31,Grass,Poison
victreebel_32,Grass,Poison
victreebel_33,Grass,Poison
victreebel_34,Grass,Poison
victreebel_35,Grass,Poison
victreebel_36,Grass,Poison
victreebel_37,Grass,Poison
victreebel_38,Grass,Poison
victreebel_39,Grass,Poison
victreebel_40,Grass,Poison
victreebel_41,Grass,Poison
victreebel_42,Grass,Poison
victreebel_43,Grass,Poison
victreebel_44,Grass,Poison
victreebel_45,Grass,Poison
victreebel_46,Grass,Poison
victreebel_47,Grass,Poison
victreebel_48,Grass,Poison
victreebel_49,Grass,Poison
charmander_1,Fire,
charmander_2,Fire,
charmander_3,Fire,
charmander_4,Fire,
charmander_5,Fire,
charmander_6,Fire,
charmander_7,Fire,
charmander_8,Fire,
charmander_9,Fire,
charmander_10,Fire,
charmander_11,Fire,
charmander_12,Fire,
charmander_13,Fire,
charmander_14,Fire,
charmander_15,Fire,
charmander_16,Fire,
charmander_17,Fire,
charmander_18,Fire,
charmander_19,Fire,
charmander_20,Fire,
charmander_21,Fire,
charmander_22,Fire,
charmander_23,Fire,
charmander_24,Fire,
charmander_25,Fire,
charmander_26,Fire,
charmander_27,Fire,
charmander_28,Fire,
charmander_29,Fire,
charmander_30,Fire,
charmander_31,Fire,
charmander_32,Fire,
charmander_33,Fire,
charmander_34,Fire,
charmander_35,Fire,
charmander_36,Fire,
charmander_37,Fire,
charmander_38,Fire,
charmander_39,Fire,
charmander_40,Fire,
charmander_41,Fire,
charmander_42,Fire,
charmander_43,Fire,
charmander_44,Fire,
charmander_45,Fire,
charmander_46,Fire,
charmander_47,Fire,
charmander_48,Fire,
charmander_49,Fire,
charmander_50,Fire,
charmander_51,Fire,
staryu_1,Water,
staryu_2,Water,
staryu_3,Water,
staryu_4,Water,
staryu_5,Water,
staryu_6,Water,
staryu_7,Water,
staryu_8,Water,
staryu_9,Water,
staryu_10,Water,
staryu_11,Water,
staryu_12,Water,
staryu_13,Water,
staryu_14,Water,
staryu_15,Water,
staryu_16,Water,
staryu_17,Water,
staryu_18,Water,
staryu_19,Water,
staryu_20,Water,
staryu_21,Water,
staryu_22,Water,
staryu_23,Water,
staryu_24,Water,
staryu_25,Water,
staryu_26,Water,
staryu_27,Water,
staryu_28,Water,
staryu_29,Water,
staryu_30,Water,
staryu_31,Water,
staryu_32,Water,
staryu_33,Water,
staryu_34,Water,
staryu_35,Water,
staryu_36,Water,
staryu_37,Water,
staryu_38,Water,
staryu_39,Water,
staryu_40,Water,
staryu_41,Water,
staryu_42,Water,
staryu_43,Water,
staryu_44,Water,
staryu_45,Water,
staryu_46,Water,
staryu_47,Water,
venonat_1,Bug,Poison
venonat_2,Bug,Poison
venonat_3,Bug,Poison
venonat_4,Bug,Poison
venonat_5,Bug,Poison
venonat_6,Bug,Poison
venonat_7,Bug,Poison
venonat_8,Bug,Poison
venonat_9,Bug,Poison
venonat_10,Bug,Poison
venonat_11,Bug,Poison
venonat_12,Bug,Poison
venonat_13,Bug,Poison
venonat_14,Bug,Poison
venonat_15,Bug,Poison
venonat_16,Bug,Poison
venonat_17,Bug,Poison
venonat_18,Bug,Poison
venonat_19,Bug,Poison
venonat_20,Bug,Poison
venonat_21,Bug,Poison
venonat_22,Bug,Poison
venonat_23,Bug,Poison
venonat_24,Bug,Poison
venonat_25,Bug,Poison
venonat_26,Bug,Poison
venonat_27,Bug,Poison
venonat_28,Bug,Poison
venonat_29,Bug,Poison
venonat_30,Bug,Poison
venonat_31,Bug,Poison
venonat_32,Bug,Poison
venonat_33,Bug,Poison
venonat_34,Bug,Poison
venonat_35,Bug,Poison
venonat_36,Bug,Poison
venonat_37,Bug,Poison
venonat_38,Bug,Poison
venonat_39,Bug,Poison
venonat_40,Bug,Poison
venonat_41,Bug,Poison
venonat_42,Bug,Poison
venonat_43,Bug,Poison
venonat_44,Bug,Poison
venonat_45,Bug,Poison
venonat_46,Bug,Poison
venonat_47,Bug,Poison
vaporeon_1,Water,
vaporeon_2,Water,
vaporeon_3,Water,
vaporeon_4,Water,
vaporeon_5,Water,
vaporeon_6,Water,
vaporeon_7,Water,
vaporeon_8,Water,
vaporeon_9,Water,
vaporeon_10,Water,
vaporeon_11,Water,
vaporeon_12,Water,
vaporeon_13,Water,
vaporeon_14,Water,
vaporeon_15,Water,
vaporeon_16,Water,
vaporeon_17,Water,
vaporeon_18,Water,
vaporeon_19,Water,
vaporeon_20,Water,
vaporeon_21,Water,
vaporeon_22,Water,
vaporeon_23,Water,
vaporeon_24,Water,
vaporeon_25,Water,
vaporeon_26,Water,
vaporeon_27,Water,
vaporeon_28,Water,
vaporeon_29,Water,
vaporeon_30,Water,
vaporeon_31,Water,
vaporeon_32,Water,
vaporeon_33,Water,
vaporeon_34,Water,
vaporeon_35,Water,
vaporeon_36,Water,
vaporeon_37,Water,
vaporeon_38,Water,
vaporeon_39,Water,
vaporeon_40,Water,
vaporeon_41,Water,
vaporeon_42,Water,
vaporeon_43,Water,
vaporeon_44,Water,
vaporeon_45,Water,
vaporeon_46,Water,
vaporeon_47,Water,
vaporeon_48,Water,
vaporeon_49,Water,
vaporeon_50,Water,
vaporeon_51,Water,
vaporeon_52,Water,
vaporeon_53,Water,
vaporeon_54,Water,
vaporeon_55,Water,
vaporeon_56,Water,
vaporeon_57,Water,
vaporeon_58,Water,
vaporeon_59,Water,
ivysaur_1,Grass,Poison
ivysaur_2,Grass,Poison
ivysaur_3,Grass,Poison
ivysaur_4,Grass,Poison
ivysaur_5,Grass,Poison
ivysaur_6,Grass,Poison
ivysaur_7,Grass,Poison
ivysaur_8,Grass,Poison
ivysaur_9,Grass,Poison
ivysaur_10,Grass,Poison
ivysaur_11,Grass,Poison
ivysaur_12,Grass,Poison
ivysaur_13,Grass,Poison
ivysaur_14,Grass,Poison
ivysaur_15,Grass,Poison
ivysaur_16,Grass,Poison
ivysaur_17,Grass,Poison
ivysaur_18,Grass,Poison
ivysaur_19,Grass,Poison
ivysaur_20,Grass,Poison
ivysaur_21,Grass,Poison
ivysaur_22,Grass,Poison
ivysaur_23,Grass,Poison
ivysaur_24,Grass,Poison
ivysaur_25,Grass,Poison
ivysaur_26,Grass,Poison
ivysaur_27,Grass,Poison
ivysaur_28,Grass,Poison
ivysaur_29,Grass,Poison
ivysaur_30,Grass,Poison
ivysaur_31,Grass,Poison
ivysaur_32,Grass,Poison
ivysaur_33,Grass,Poison
ivysaur_34,Grass,Poison
ivysaur_35,Grass,Poison
ivysaur_36,Grass,Poison
ivysaur_37,Grass,Poison
ivysaur_38,Grass,Poison
ivysaur_39,Grass,Poison
ivysaur_40,Grass,Poison
krabby_1,Water,
krabby_2,Water,
krabby_3,Water,
krabby_4,Water,
krabby_5,Water,
krabby_6,Water,
krabby_7,Water,
krabby_8,Water,
krabby_9,Water,
krabby_10,Water,
krabby_11,Water,
krabby_12,Water,
krabby_13,Water,
krabby_14,Water,
krabby_15,Water,
krabby_16,Water,
krabby_17,Water,
krabby_18,Water,
krabby_19,Water,
krabby_20,Water,
krabby_21,Water,
krabby_22,Water,
krabby_23,Water,
krabby_24,Water,
krabby_25,Water,
krabby_26,Water,
krabby_27,Water,
krabby_28,Water,
krabby_29,Water,
krabby_30,Water,
krabby_31,Water,
krabby_32,Water,
krabby_33,Water,
krabby_34,Water,
krabby_35,Water,
krabby_36,Water,
krabby_37,Water,
krabby_38,Water,
krabby_39,Water,
krabby_40,Water,
krabby_41,Water,
krabby_42,Water,
krabby_43,Water,
krabby_44,Water,
krabby_45,Water,
krabby_46,Water,
krabby_47,Water,
krabby_48,Water,
drowzee_1,Psychic,
drowzee_2,Psychic,
drowzee_3,Psychic,
drowzee_4,Psychic,
drowzee_5,Psychic,
drowzee_6,Psychic,
drowzee_7,Psychic,
drowzee_8,Psychic,
drowzee_9,Psychic,
drowzee_10,Psychic,
drowzee_11,Psychic,
drowzee_12,Psychic,
drowzee_13,Psychic,
drowzee_14,Psychic,
drowzee_15,Psychic,
drowzee_16,Psychic,
drowzee_17,Psychic,
drowzee_18,Psychic,
drowzee_19,Psychic,
drowzee_20,Psychic,
drowzee_21,Psychic,
drowzee_22,Psychic,
drowzee_23,Psychic,
drowzee_24,Psychic,
drowzee_25,Psychic,
drowzee_26,Psychic,
drowzee_27,Psychic,
drowzee_28,Psychic,
drowzee_29,Psychic,
drowzee_30,Psychic,
drowzee_31,Psychic,
drowzee_32,Psychic,
drowzee_33,Psychic,
drowzee_34,Psychic,
drowzee_35,Psychic,
drowzee_36,Psychic,
drowzee_37,Psychic,
drowzee_38,Psychic,
drowzee_39,Psychic,
sandslash_1,Ground,
sandslash_2,Ground,
sandslash_3,Ground,
sandslash_4,Ground,
sandslash_5,Ground,
sandslash_6,Ground,
sandslash_7,Ground,
sandslash_8,Ground,
sandslash_9,Ground,
sandslash_10,Ground,
sandslash_11,Ground,
sandslash_12,Ground,
sandslash_13,Ground,
sandslash_14,Ground,
sandslash_15,Ground,
sandslash_16,Ground,
sandslash_17,Ground,
sandslash_18,Ground,
sandslash_19,Ground,
sandslash_20,Ground,
sandslash_21,Ground,
sandslash_22,Ground,
sandslash_23,Ground,
sandslash_24,Ground,
sandslash_25,Ground,
sandslash_26,Ground,
sandslash_27,Ground,
sandslash_28,Ground,
sandslash_29,Ground,
sandslash_30,Ground,
sandslash_31,Ground,
sandslash_32,Ground,
sandslash_33,Ground,
sandslash_34,Ground,
sandslash_35,Ground,
sandslash_36,Ground,
sandslash_37,Ground,
sandslash_38,Ground,
sandslash_39,Ground,
sandslash_40,Ground,
sandslash_41,Ground,
sandslash_42,Ground,
sandslash_43,Ground,
sandslash_44,Ground,
sandslash_45,Ground,
kangaskhan_1,Normal,
kangaskhan_2,Normal,
kangaskhan_3,Normal,
kangaskhan_4,Normal,
kangaskhan_5,Normal,
kangaskhan_6,Normal,
kangaskhan_7,Normal,
kangaskhan_8,Normal,
kangaskhan_9,Normal,
kangaskhan_10,Normal,
kangaskhan_11,Normal,
kangaskhan_12,Normal,
kangaskhan_13,Normal,
kangaskhan_14,Normal,
kangaskhan_15,Normal,
kangaskhan_16,Normal,
kangaskhan_17,Normal,
kangaskhan_18,Normal,
kangaskhan_19,Normal,
kangaskhan_20,Normal,
kangaskhan_21,Normal,
kangaskhan_22,Normal,
kangaskhan_23,Normal,
kangaskhan_24,Normal,
kangaskhan_25,Normal,
kangaskhan_26,Normal,
kangaskhan_27,Normal,
kangaskhan_28,Normal,
kangaskhan_29,Normal,
kangaskhan_30,Normal,
kangaskhan_31,Normal,
kangaskhan_32,Normal,
kangaskhan_33,Normal,
kangaskhan_34,Normal,
kangaskhan_35,Normal,
kangaskhan_36,Normal,
kangaskhan_37,Normal,
kangaskhan_38,Normal,
kangaskhan_39,Normal,
kangaskhan_40,Normal,
kangaskhan_41,Normal,
kangaskhan_42,Normal,
kangaskhan_43,Normal,
kangaskhan_44,Normal,
kangaskhan_45,Normal,
kangaskhan_46,Normal,
kangaskhan_47,Normal,
kangaskhan_48,Normal,
kangaskhan_49,Normal,
kangaskhan_50,Normal,
kangaskhan_51,Normal,
chansey_1,Normal,
chansey_2,Normal,
chansey_3,Normal,
chansey_4,Normal,
chansey_5,Normal,
chansey_6,Normal,
chansey_7,Normal,
chansey_8,Normal,
chansey_9,Normal,
chansey_10,Normal,
chansey_11,Normal,
chansey_12,Normal,
chansey_13,Normal,
chansey_14,Normal,
chansey_15,Normal,
chansey_16,Normal,
chansey_17,Normal,
chansey_18,Normal,
chansey_19,Normal,
chansey_20,Normal,
chansey_21,Normal,
chansey_22,Normal,
chansey_23,Normal,
chansey_24,Normal,
chansey_25,Normal,
chansey_26,Normal,
chansey_27,Normal,
chansey_28,Normal,
chansey_29,Normal,
chansey_30,Normal,
chansey_31,Normal,
chansey_32,Normal,
chansey_33,Normal,
chansey_34,Normal,
chansey_35,Normal,
chansey_36,Normal,
chansey_37,Normal,
chansey_38,Normal,
chansey_39,Normal,
chansey_40,Normal,
chansey_41,Normal,
chansey_42,Normal,
chansey_43,Normal,
butterfree_1,Bug,Flying
butterfree_2,Bug,Flying
butterfree_3,Bug,Flying
butterfree_4,Bug,Flying
butterfree_5,Bug,Flying
butterfree_6,Bug,Flying
butterfree_7,Bug,Flying
butterfree_8,Bug,Flying
butterfree_9,Bug,Flying
butterfree_10,Bug,Flying
butterfree_11,Bug,Flying
butterfree_12,Bug,Flying
butterfree_13,Bug,Flying
butterfree_14,Bug,Flying
butterfree_15,Bug,Flying
butterfree_16,Bug,Flying
butterfree_17,Bug,Flying
butterfree_18,Bug,Flying
butterfree_19,Bug,Flying
butterfree_20,Bug,Flying
butterfree_21,Bug,Flying
butterfree_22,Bug,Flying
butterfree_23,Bug,Flying
butterfree_24,Bug,Flying
butterfree_25,Bug,Flying
butterfree_26,Bug,Flying
butterfree_27,Bug,Flying
starmie_1,Water,Psychic
starmie_2,Water,Psychic
starmie_3,Water,Psychic
starmie_4,Water,Psychic
starmie_5,Water,Psychic
starmie_6,Water,Psychic
starmie_7,Water,Psychic
starmie_8,Water,Psychic
starmie_9,Water,Psychic
starmie_10,Water,Psychic
starmie_11,Water,Psychic
starmie_12,Water,Psychic
starmie_13,Water,Psychic
starmie_14,Water,Psychic
starmie_15,Water,Psychic
starmie_16,Water,Psychic
starmie_17,Water,Psychic
starmie_18,Water,Psychic
starmie_19,Water,Psychic
starmie_20,Water,Psychic
starmie_21,Water,Psychic
starmie_22,Water,Psychic
starmie_23,Water,Psychic
starmie_24,Water,Psychic
starmie_25,Water,Psychic
starmie_26,Water,Psychic
starmie_27,Water,Psychic
starmie_28,Water,Psychic
starmie_29,Water,Psychic
starmie_30,Water,Psychic
starmie_31,Water,Psychic
starmie_32,Water,Psychic
starmie_33,Water,Psychic
starmie_34,Water,Psychic
starmie_35,Water,Psychic
starmie_36,Water,Psychic
starmie_37,Water,Psychic
starmie_38,Water,Psychic
starmie_39,Water,Psychic
starmie_40,Water,Psychic
starmie_41,Water,Psychic
starmie_42,Water,Psychic
starmie_43,Water,Psychic
starmie_44,Water,Psychic
starmie_45,Water,Psychic
starmie_46,Water,Psychic
starmie_47,Water,Psychic
starmie_48,Water,Psychic
starmie_49,Water,Psychic
magmar_1,Fire,
magmar_2,Fire,
magmar_3,Fire,
magmar_4,Fire,
magmar_5,Fire,
magmar_6,Fire,
magmar_7,Fire,
magmar_8,Fire,
magmar_9,Fire,
magmar_10,Fire,
magmar_11,Fire,
magmar_12,Fire,
magmar_13,Fire,
magmar_14,Fire,
magmar_15,Fire,
magmar_16,Fire,
magmar_17,Fire,
magmar_18,Fire,
magmar_19,Fire,
magmar_20,Fire,
magmar_21,Fire,
magmar_22,Fire,
magmar_23,Fire,
magmar_24,Fire,
magmar_25,Fire,
magmar_26,Fire,
magmar_27,Fire,
magmar_28,Fire,
magmar_29,Fire,
magmar_30,Fire,
magmar_31,Fire,
magmar_32,Fire,
magmar_33,Fire,
magmar_34,Fire,
magmar_35,Fire,
magmar_36,Fire,
magmar_37,Fire,
magmar_38,Fire,
magmar_39,Fire,
magmar_40,Fire,
magmar_41,Fire,
magmar_42,Fire,
magmar_43,Fire,
magmar_44,Fire,
beedrill_1,Bug,Poison
beedrill_2,Bug,Poison
beedrill_3,Bug,Poison
beedrill_4,Bug,Poison
beedrill_5,Bug,Poison
beedrill_6,Bug,Poison
beedrill_7,Bug,Poison
beedrill_8,Bug,Poison
beedrill_9,Bug,Poison
beedrill_10,Bug,Poison
beedrill_11,Bug,Poison
beedrill_12,Bug,Poison
beedrill_13,Bug,Poison
beedrill_14,Bug,Poison
beedrill_15,Bug,Poison
beedrill_16,Bug,Poison
beedrill_17,Bug,Poison
beedrill_18,Bug,Poison
beedrill_19,Bug,Poison
beedrill_20,Bug,Poison
beedrill_21,Bug,Poison
beedrill_22,Bug,Poison
beedrill_23,Bug,Poison
beedrill_24,Bug,Poison
beedrill_25,Bug,Poison
beedrill_26,Bug,Poison
beedrill_27,Bug,Poison
beedrill_28,Bug,Poison
beedrill_29,Bug,Poison
beedrill_30,Bug,Poison
beedrill_31,Bug,Poison
beedrill_32,Bug,Poison
beedrill_33,Bug,Poison
beedrill_34,Bug,Poison
ninetales_1,Fire,
ninetales_2,Fire,
ninetales_3,Fire,
ninetales_4,Fire,
ninetales_5,Fire,
ninetales_6,Fire,
ninetales_7,Fire,
ninetales_8,Fire,
ninetales_9,Fire,
ninetales_10,Fire,
ninetales_11,Fire,
ninetales_12,Fire,
ninetales_13,Fire,
ninetales_14,Fire,
ninetales_15,Fire,
ninetales_16,Fire,
ninetales_17,Fire,
ninetales_18,Fire,
ninetales_19,Fire,
ninetales_20,Fire,
ninetales_21,Fire,
ninetales_22,Fire,
ninetales_23,Fire,
ninetales_24,Fire,
ninetales_25,Fire,
ninetales_26,Fire,
ninetales_27,Fire,
ninetales_28,Fire,
ninetales_29,Fire,
ninetales_30,Fire,
ninetales_31,Fire,
ninetales_32,Fire,
ninetales_33,Fire,
ninetales_34,Fire,
ninetales_35,Fire,
ninetales_36,Fire,
ninetales_37,Fire,
ninetales_38,Fire,
ninetales_39,Fire,
ninetales_40,Fire,
ninetales_41,Fire,
ninetales_42,Fire,
ninetales_43,Fire,
ninetales_44,Fire,
magnemite_1,Electric,Steel
magnemite_2,Electric,Steel
magnemite_3,Electric,Steel
magnemite_4,Electric,Steel
magnemite_5,Electric,Steel
magnemite_6,Electric,Steel
magnemite_7,Electric,Steel
magnemite_8,Electric,Steel
magnemite_9,Electric,Steel
magnemite_10,Electric,Steel
magnemite_11,Electric,Steel
magnemite_12,Electric,Steel
magnemite_13,Electric,Steel
magnemite_14,Electric,Steel
magnemite_15,Electric,Steel
magnemite_16,Electric,Steel
magnemite_17,Electric,Steel
magnemite_18,Electric,Steel
magnemite_19,Electric,Steel
magnemite_20,Electric,Steel
magnemite_21,Electric,Steel
magnemite_22,Electric,Steel
magnemite_23,Electric,Steel
magnemite_24,Electric,Steel
magnemite_25,Electric,Steel
magnemite_26,Electric,Steel
magnemite_27,Electric,Steel
magnemite_28,Electric,Steel
magnemite_29,Electric,Steel
magnemite_30,Electric,Steel
magnemite_31,Electric,Steel
magnemite_32,Electric,Steel
magnemite_33,Electric,Steel
magnemite_34,Electric,Steel
magnemite_35,Electric,Steel
magnemite_36,Electric,Steel
magnemite_37,Electric,Steel
magnemite_38,Electric,Steel
magnemite_39,Electric,Steel
magnemite_40,Electric,Steel
magnemite_41,Electric,Steel
magnemite_42,Electric,Steel
magnemite_43,Electric,Steel
magnemite_44,Electric,Steel
magnemite_45,Electric,Steel
magnemite_46,Electric,Steel
metapod_1,Bug,
metapod_2,Bug,
metapod_3,Bug,
metapod_4,Bug,
metapod_5,Bug,
metapod_6,Bug,
metapod_7,Bug,
metapod_8,Bug,
metapod_9,Bug,
metapod_10,Bug,
metapod_11,Bug,
metapod_12,Bug,
metapod_13,Bug,
metapod_14,Bug,
metapod_15,Bug,
metapod_16,Bug,
metapod_17,Bug,
metapod_18,Bug,
metapod_19,Bug,
metapod_20,Bug,
metapod_21,Bug,
metapod_22,Bug,
metapod_23,Bug,
metapod_24,Bug,
metapod_25,Bug,
metapod_26,Bug,
metapod_27,Bug,
metapod_28,Bug,
metapod_29,Bug,
metapod_30,Bug,
metapod_31,Bug,
metapod_32,Bug,
metapod_33,Bug,
metapod_34,Bug,
metapod_35,Bug,
metapod_36,Bug,
metapod_37,Bug,
metapod_38,Bug,
metapod_39,Bug,
metapod_40,Bug,
metapod_41,Bug,
metapod_42,Bug,
metapod_43,Bug,
metapod_44,Bug,
metapod_45,Bug,
metapod_46,Bug,
metapod_47,Bug,
metapod_48,Bug,
metapod_49,Bug,
metapod_50,Bug,
metapod_51,Bug,
metapod_52,Bug,
metapod_53,Bug,
electrode_1,Electric,
electrode_2,Electric,
electrode_3,Electric,
electrode_4,Electric,
electrode_5,Electric,
electrode_6,Electric,
electrode_7,Electric,
electrode_8,Electric,
electrode_9,Electric,
electrode_10,Electric,
electrode_11,Electric,
electrode_12,Electric,
electrode_13,Electric,
electrode_14,Electric,
electrode_15,Electric,
electrode_16,Electric,
electrode_17,Electric,
electrode_18,Electric,
electrode_19,Electric,
electrode_20,Electric,
electrode_21,Electric,
electrode_22,Electric,
electrode_23,Electric,
electrode_24,Electric,
electrode_25,Electric,
electrode_26,Electric,
electrode_27,Electric,
electrode_28,Electric,
electrode_29,Electric,
electrode_30,Electric,
electrode_31,Electric,
electrode_32,Electric,
electrode_33,Electric,
electrode_34,Electric,
electrode_35,Electric,
electrode_36,Electric,
electrode_37,Electric,
electrode_38,Electric,
electrode_39,Electric,
electrode_40,Electric,
electrode_41,Electric,
electrode_42,Electric,
electrode_43,Electric,
electrode_44,Electric,
electrode_45,Electric,
electrode_46,Electric,
electrode_47,Electric,
electrode_48,Electric,
electrode_49,Electric,
electrode_50,Electric,
electrode_51,Electric,
raichu_1,Electric,
raichu_2,Electric,
raichu_3,Electric,
raichu_4,Electric,
raichu_5,Electric,
raichu_6,Electric,
raichu_7,Electric,
raichu_8,Electric,
raichu_9,Electric,
raichu_10,Electric,
raichu_11,Electric,
raichu_12,Electric,
raichu_13,Electric,
raichu_14,Electric,
raichu_15,Electric,
raichu_16,Electric,
raichu_17,Electric,
raichu_18,Electric,
raichu_19,Electric,
raichu_20,Electric,
raichu_21,Electric,
raichu_22,Electric,
raichu_23,Electric,
raichu_24,Electric,
raichu_25,Electric,
raichu_26,Electric,
raichu_27,Electric,
raichu_28,Electric,
raichu_29,Electric,
raichu_30,Electric,
raichu_31,Electric,
raichu_32,Electric,
raichu_33,Electric,
raichu_34,Electric,
raichu_35,Electric,
raichu_36,Electric,
raichu_37,Electric,
raichu_38,Electric,
raichu_39,Electric,
raichu_40,Electric,
raichu_41,Electric,
raichu_42,Electric,
raichu_43,Electric,
raichu_44,Electric,
raichu_45,Electric,
raichu_46,Electric,
raichu_47,Electric,
raichu_48,Electric,
raichu_49,Electric,
raichu_50,Electric,
raichu_51,Electric,
fearow_1,Normal,Flying
fearow_2,Normal,Flying
fearow_3,Normal,Flying
fearow_4,Normal,Flying
fearow_5,Normal,Flying
fearow_6,Normal,Flying
fearow_7,Normal,Flying
fearow_8,Normal,Flying
fearow_9,Normal,Flying
fearow_10,Normal,Flying
fearow_11,Normal,Flying
fearow_12,Normal,Flying
fearow_13,Normal,Flying
fearow_14,Normal,Flying
fearow_15,Normal,Flying
fearow_16,Normal,Flying
fearow_17,Normal,Flying
fearow_18,Normal,Flying
fearow_19,Normal,Flying
fearow_20,Normal,Flying
fearow_21,Normal,Flying
fearow_22,Normal,Flying
fearow_23,Normal,Flying
fearow_24,Normal,Flying
fearow_25,Normal,Flying
fearow_26,Normal,Flying
fearow_27,Normal,Flying
fearow_28,Normal,Flying
fearow_29,Normal,Flying
fearow_30,Normal,Flying
fearow_31,Normal,Flying
fearow_32,Normal,Flying
fearow_33,Normal,Flying
fearow_34,Normal,Flying
fearow_35,Normal,Flying
fearow_36,Normal,Flying
fearow_37,Normal,Flying
fearow_38,Normal,Flying
fearow_39,Normal,Flying
fearow_40,Normal,Flying
fearow_41,Normal,Flying
fearow_42,Normal,Flying
fearow_43,Normal,Flying
fearow_44,Normal,Flying
fearow_45,Normal,Flying
fearow_46,Normal,Flying
fearow_47,Normal,Flying
fearow_48,Normal,Flying
mewtwo_1,Psychic,
